PING 198.51.100.100 (198.51.100.100) 1232(1260) bytes of data.
1240 bytes from 198.51.100.100: icmp_seq=1 ttl=61 time=4.72 ms
1240 bytes from 198.51.100.100: icmp_seq=2 ttl=61 time=7.93 ms
1240 bytes from 198.51.100.100: icmp_seq=3 ttl=61 time=12.3 ms
1240 bytes from 198.51.100.100: icmp_seq=4 ttl=61 time=19.1 ms
1240 bytes from 198.51.100.100: icmp_seq=5 ttl=61 time=36.9 ms
1240 bytes from 198.51.100.100: icmp_seq=6 ttl=61 time=30.7 ms
1240 bytes from 198.51.100.100: icmp_seq=7 ttl=61 time=45.6 ms
1240 bytes from 198.51.100.100: icmp_seq=8 ttl=61 time=223 ms
1240 bytes from 198.51.100.100: icmp_seq=9 ttl=61 time=7.93 ms
1240 bytes from 198.51.100.100: icmp_seq=10 ttl=61 time=174 ms
1240 bytes from 198.51.100.100: icmp_seq=11 ttl=61 time=75.2 ms
1240 bytes from 198.51.100.100: icmp_seq=12 ttl=61 time=177 ms
1240 bytes from 198.51.100.100: icmp_seq=13 ttl=61 time=27.0 ms
1240 bytes from 198.51.100.100: icmp_seq=14 ttl=61 time=6.89 ms
1240 bytes from 198.51.100.100: icmp_seq=15 ttl=61 time=6.64 ms
1240 bytes from 198.51.100.100: icmp_seq=16 ttl=61 time=37.9 ms
1240 bytes from 198.51.100.100: icmp_seq=17 ttl=61 time=41.0 ms
1240 bytes from 198.51.100.100: icmp_seq=18 ttl=61 time=6.39 ms
1240 bytes from 198.51.100.100: icmp_seq=19 ttl=61 time=6.11 ms
1240 bytes from 198.51.100.100: icmp_seq=20 ttl=61 time=4.85 ms
1240 bytes from 198.51.100.100: icmp_seq=21 ttl=61 time=4.62 ms
1240 bytes from 198.51.100.100: icmp_seq=22 ttl=61 time=4.35 ms
1240 bytes from 198.51.100.100: icmp_seq=23 ttl=61 time=8.21 ms
1240 bytes from 198.51.100.100: icmp_seq=24 ttl=61 time=5.08 ms
1240 bytes from 198.51.100.100: icmp_seq=25 ttl=61 time=4.93 ms
1240 bytes from 198.51.100.100: icmp_seq=26 ttl=61 time=10.5 ms
1240 bytes from 198.51.100.100: icmp_seq=27 ttl=61 time=5.31 ms
1240 bytes from 198.51.100.100: icmp_seq=28 ttl=61 time=4.30 ms
1240 bytes from 198.51.100.100: icmp_seq=29 ttl=61 time=3.98 ms
1240 bytes from 198.51.100.100: icmp_seq=30 ttl=61 time=4.36 ms
1240 bytes from 198.51.100.100: icmp_seq=31 ttl=61 time=4.87 ms
1240 bytes from 198.51.100.100: icmp_seq=32 ttl=61 time=4.84 ms
1240 bytes from 198.51.100.100: icmp_seq=33 ttl=61 time=5.29 ms
1240 bytes from 198.51.100.100: icmp_seq=34 ttl=61 time=4.92 ms
1240 bytes from 198.51.100.100: icmp_seq=35 ttl=61 time=4.58 ms
1240 bytes from 198.51.100.100: icmp_seq=36 ttl=61 time=6.36 ms
1240 bytes from 198.51.100.100: icmp_seq=37 ttl=61 time=4.25 ms
1240 bytes from 198.51.100.100: icmp_seq=38 ttl=61 time=4.67 ms
1240 bytes from 198.51.100.100: icmp_seq=39 ttl=61 time=3.81 ms
1240 bytes from 198.51.100.100: icmp_seq=40 ttl=61 time=5.38 ms
1240 bytes from 198.51.100.100: icmp_seq=41 ttl=61 time=4.03 ms
1240 bytes from 198.51.100.100: icmp_seq=42 ttl=61 time=4.60 ms
1240 bytes from 198.51.100.100: icmp_seq=43 ttl=61 time=4.90 ms
1240 bytes from 198.51.100.100: icmp_seq=44 ttl=61 time=7.11 ms
1240 bytes from 198.51.100.100: icmp_seq=45 ttl=61 time=4.94 ms
1240 bytes from 198.51.100.100: icmp_seq=46 ttl=61 time=5.50 ms
1240 bytes from 198.51.100.100: icmp_seq=47 ttl=61 time=3.96 ms
1240 bytes from 198.51.100.100: icmp_seq=48 ttl=61 time=4.72 ms
1240 bytes from 198.51.100.100: icmp_seq=49 ttl=61 time=4.94 ms
1240 bytes from 198.51.100.100: icmp_seq=50 ttl=61 time=4.43 ms
1240 bytes from 198.51.100.100: icmp_seq=51 ttl=61 time=5.29 ms
1240 bytes from 198.51.100.100: icmp_seq=52 ttl=61 time=5.04 ms
1240 bytes from 198.51.100.100: icmp_seq=53 ttl=61 time=4.26 ms
1240 bytes from 198.51.100.100: icmp_seq=54 ttl=61 time=8.77 ms
1240 bytes from 198.51.100.100: icmp_seq=55 ttl=61 time=5.28 ms
1240 bytes from 198.51.100.100: icmp_seq=56 ttl=61 time=3.78 ms
1240 bytes from 198.51.100.100: icmp_seq=57 ttl=61 time=4.66 ms
1240 bytes from 198.51.100.100: icmp_seq=58 ttl=61 time=6.33 ms
1240 bytes from 198.51.100.100: icmp_seq=59 ttl=61 time=3.98 ms
1240 bytes from 198.51.100.100: icmp_seq=60 ttl=61 time=4.97 ms

--- 198.51.100.100 ping statistics ---
60 packets transmitted, 60 received, 0% packet loss, time 59306ms
rtt min/avg/max/mdev = 3.776/19.306/223.333/41.886 ms
