PING 198.51.100.100 (198.51.100.100) 1232(1260) bytes of data.
1240 bytes from 198.51.100.100: icmp_seq=41 ttl=57 time=76.2 ms
1240 bytes from 198.51.100.100: icmp_seq=42 ttl=57 time=90.1 ms
1240 bytes from 198.51.100.100: icmp_seq=43 ttl=57 time=16.6 ms
1240 bytes from 198.51.100.100: icmp_seq=44 ttl=57 time=14.1 ms
1240 bytes from 198.51.100.100: icmp_seq=45 ttl=57 time=15.0 ms
1240 bytes from 198.51.100.100: icmp_seq=46 ttl=57 time=17.5 ms
1240 bytes from 198.51.100.100: icmp_seq=47 ttl=57 time=44.8 ms
1240 bytes from 198.51.100.100: icmp_seq=48 ttl=57 time=69.1 ms
1240 bytes from 198.51.100.100: icmp_seq=49 ttl=57 time=119 ms
1240 bytes from 198.51.100.100: icmp_seq=50 ttl=57 time=56.0 ms
1240 bytes from 198.51.100.100: icmp_seq=51 ttl=57 time=125 ms
1240 bytes from 198.51.100.100: icmp_seq=52 ttl=57 time=63.4 ms
1240 bytes from 198.51.100.100: icmp_seq=53 ttl=57 time=93.2 ms
1240 bytes from 198.51.100.100: icmp_seq=54 ttl=57 time=57.7 ms
1240 bytes from 198.51.100.100: icmp_seq=55 ttl=57 time=35.9 ms
1240 bytes from 198.51.100.100: icmp_seq=56 ttl=57 time=33.9 ms
1240 bytes from 198.51.100.100: icmp_seq=57 ttl=57 time=41.4 ms
1240 bytes from 198.51.100.100: icmp_seq=58 ttl=57 time=52.1 ms
1240 bytes from 198.51.100.100: icmp_seq=59 ttl=57 time=133 ms
1240 bytes from 198.51.100.100: icmp_seq=60 ttl=57 time=163 ms
1240 bytes from 198.51.100.100: icmp_seq=61 ttl=57 time=15.1 ms
1240 bytes from 198.51.100.100: icmp_seq=62 ttl=57 time=16.4 ms
1240 bytes from 198.51.100.100: icmp_seq=63 ttl=57 time=15.1 ms
1240 bytes from 198.51.100.100: icmp_seq=64 ttl=57 time=65.8 ms
1240 bytes from 198.51.100.100: icmp_seq=65 ttl=57 time=201 ms
1240 bytes from 198.51.100.100: icmp_seq=66 ttl=57 time=56.5 ms
1240 bytes from 198.51.100.100: icmp_seq=67 ttl=57 time=13.8 ms
1240 bytes from 198.51.100.100: icmp_seq=68 ttl=57 time=21.2 ms
1240 bytes from 198.51.100.100: icmp_seq=69 ttl=57 time=13.6 ms
1240 bytes from 198.51.100.100: icmp_seq=70 ttl=57 time=14.5 ms
1240 bytes from 198.51.100.100: icmp_seq=71 ttl=57 time=50.5 ms
1240 bytes from 198.51.100.100: icmp_seq=72 ttl=57 time=156 ms
1240 bytes from 198.51.100.100: icmp_seq=73 ttl=57 time=180 ms
1240 bytes from 198.51.100.100: icmp_seq=74 ttl=57 time=103 ms
1240 bytes from 198.51.100.100: icmp_seq=75 ttl=57 time=173 ms
1240 bytes from 198.51.100.100: icmp_seq=76 ttl=57 time=141 ms
1240 bytes from 198.51.100.100: icmp_seq=78 ttl=57 time=16.4 ms
1240 bytes from 198.51.100.100: icmp_seq=79 ttl=57 time=15.0 ms
1240 bytes from 198.51.100.100: icmp_seq=80 ttl=57 time=15.3 ms
1240 bytes from 198.51.100.100: icmp_seq=81 ttl=57 time=23.8 ms
1240 bytes from 198.51.100.100: icmp_seq=82 ttl=57 time=17.9 ms
1240 bytes from 198.51.100.100: icmp_seq=83 ttl=57 time=19.5 ms
1240 bytes from 198.51.100.100: icmp_seq=84 ttl=57 time=18.1 ms
1240 bytes from 198.51.100.100: icmp_seq=85 ttl=57 time=27.9 ms
1240 bytes from 198.51.100.100: icmp_seq=86 ttl=57 time=19.3 ms
1240 bytes from 198.51.100.100: icmp_seq=87 ttl=57 time=14.3 ms
1240 bytes from 198.51.100.100: icmp_seq=88 ttl=57 time=14.8 ms
1240 bytes from 198.51.100.100: icmp_seq=89 ttl=57 time=90.4 ms
1240 bytes from 198.51.100.100: icmp_seq=90 ttl=57 time=21.3 ms
1240 bytes from 198.51.100.100: icmp_seq=91 ttl=57 time=55.9 ms
1240 bytes from 198.51.100.100: icmp_seq=92 ttl=57 time=13.7 ms
1240 bytes from 198.51.100.100: icmp_seq=93 ttl=57 time=20.4 ms
1240 bytes from 198.51.100.100: icmp_seq=94 ttl=57 time=21.4 ms
1240 bytes from 198.51.100.100: icmp_seq=95 ttl=57 time=42.3 ms
1240 bytes from 198.51.100.100: icmp_seq=96 ttl=57 time=217 ms
1240 bytes from 198.51.100.100: icmp_seq=97 ttl=57 time=207 ms
1240 bytes from 198.51.100.100: icmp_seq=98 ttl=57 time=189 ms
1240 bytes from 198.51.100.100: icmp_seq=99 ttl=57 time=41.0 ms
1240 bytes from 198.51.100.100: icmp_seq=100 ttl=57 time=14.6 ms
1240 bytes from 198.51.100.100: icmp_seq=101 ttl=57 time=24.8 ms
1240 bytes from 198.51.100.100: icmp_seq=102 ttl=57 time=17.3 ms
1240 bytes from 198.51.100.100: icmp_seq=103 ttl=57 time=18.3 ms
1240 bytes from 198.51.100.100: icmp_seq=104 ttl=57 time=12.6 ms
1240 bytes from 198.51.100.100: icmp_seq=105 ttl=57 time=20.4 ms
1240 bytes from 198.51.100.100: icmp_seq=106 ttl=57 time=22.5 ms
1240 bytes from 198.51.100.100: icmp_seq=107 ttl=57 time=17.4 ms
1240 bytes from 198.51.100.100: icmp_seq=108 ttl=57 time=14.9 ms
1240 bytes from 198.51.100.100: icmp_seq=109 ttl=57 time=29.7 ms
1240 bytes from 198.51.100.100: icmp_seq=110 ttl=57 time=29.8 ms
1240 bytes from 198.51.100.100: icmp_seq=111 ttl=57 time=25.3 ms
1240 bytes from 198.51.100.100: icmp_seq=112 ttl=57 time=17.6 ms
1240 bytes from 198.51.100.100: icmp_seq=113 ttl=57 time=33.2 ms
1240 bytes from 198.51.100.100: icmp_seq=114 ttl=57 time=16.1 ms
1240 bytes from 198.51.100.100: icmp_seq=115 ttl=57 time=14.5 ms
1240 bytes from 198.51.100.100: icmp_seq=116 ttl=57 time=14.5 ms
1240 bytes from 198.51.100.100: icmp_seq=117 ttl=57 time=23.0 ms
1240 bytes from 198.51.100.100: icmp_seq=118 ttl=57 time=19.7 ms
1240 bytes from 198.51.100.100: icmp_seq=119 ttl=57 time=12.4 ms
1240 bytes from 198.51.100.100: icmp_seq=120 ttl=57 time=17.5 ms

--- 198.51.100.100 ping statistics ---
120 packets transmitted, 118 received, 1.66667% packet loss, time 120620ms
rtt min/avg/max/mdev = 12.376/53.911/216.837/55.107 ms
