PING 198.51.100.100 (198.51.100.100) 1232(1260) bytes of data.
1240 bytes from 198.51.100.100: icmp_seq=266 ttl=50 time=27.9 ms
1240 bytes from 198.51.100.100: icmp_seq=269 ttl=50 time=36.2 ms
1240 bytes from 198.51.100.100: icmp_seq=272 ttl=50 time=306 ms
1240 bytes from 198.51.100.100: icmp_seq=285 ttl=50 time=101 ms
1240 bytes from 198.51.100.100: icmp_seq=286 ttl=50 time=52.7 ms
1240 bytes from 198.51.100.100: icmp_seq=288 ttl=50 time=69.9 ms
1240 bytes from 198.51.100.100: icmp_seq=291 ttl=50 time=34.9 ms
1240 bytes from 198.51.100.100: icmp_seq=292 ttl=50 time=39.3 ms

--- 198.51.100.100 ping statistics ---
300 packets transmitted, 79 received, 73.6667% packet loss, time 306257ms
rtt min/avg/max/mdev = 26.062/105.098/629.999/108.751 ms
