PING 198.51.100.100 (198.51.100.100) 1232(1260) bytes of data.
1240 bytes from 198.51.100.100: icmp_seq=35 ttl=57 time=15.1 ms
1240 bytes from 198.51.100.100: icmp_seq=36 ttl=57 time=12.9 ms
1240 bytes from 198.51.100.100: icmp_seq=37 ttl=57 time=16.7 ms
1240 bytes from 198.51.100.100: icmp_seq=38 ttl=57 time=19.5 ms
1240 bytes from 198.51.100.100: icmp_seq=39 ttl=57 time=13.6 ms
1240 bytes from 198.51.100.100: icmp_seq=40 ttl=57 time=19.7 ms
1240 bytes from 198.51.100.100: icmp_seq=41 ttl=57 time=14.6 ms
1240 bytes from 198.51.100.100: icmp_seq=42 ttl=57 time=22.2 ms
1240 bytes from 198.51.100.100: icmp_seq=43 ttl=57 time=37.6 ms
1240 bytes from 198.51.100.100: icmp_seq=44 ttl=57 time=13.3 ms
1240 bytes from 198.51.100.100: icmp_seq=45 ttl=57 time=13.8 ms
1240 bytes from 198.51.100.100: icmp_seq=46 ttl=57 time=13.4 ms
1240 bytes from 198.51.100.100: icmp_seq=47 ttl=57 time=14.6 ms
1240 bytes from 198.51.100.100: icmp_seq=48 ttl=57 time=21.1 ms
1240 bytes from 198.51.100.100: icmp_seq=49 ttl=57 time=14.3 ms
1240 bytes from 198.51.100.100: icmp_seq=50 ttl=57 time=14.1 ms
1240 bytes from 198.51.100.100: icmp_seq=51 ttl=57 time=15.5 ms
1240 bytes from 198.51.100.100: icmp_seq=52 ttl=57 time=16.1 ms
1240 bytes from 198.51.100.100: icmp_seq=53 ttl=57 time=31.6 ms
1240 bytes from 198.51.100.100: icmp_seq=54 ttl=57 time=15.8 ms
1240 bytes from 198.51.100.100: icmp_seq=55 ttl=57 time=13.1 ms
1240 bytes from 198.51.100.100: icmp_seq=56 ttl=57 time=14.7 ms
1240 bytes from 198.51.100.100: icmp_seq=57 ttl=57 time=12.9 ms
1240 bytes from 198.51.100.100: icmp_seq=58 ttl=57 time=18.2 ms
1240 bytes from 198.51.100.100: icmp_seq=59 ttl=57 time=13.0 ms
1240 bytes from 198.51.100.100: icmp_seq=60 ttl=57 time=13.4 ms
1240 bytes from 198.51.100.100: icmp_seq=61 ttl=57 time=25.2 ms
1240 bytes from 198.51.100.100: icmp_seq=62 ttl=57 time=21.5 ms
1240 bytes from 198.51.100.100: icmp_seq=63 ttl=57 time=19.5 ms
1240 bytes from 198.51.100.100: icmp_seq=64 ttl=57 time=25.7 ms
1240 bytes from 198.51.100.100: icmp_seq=65 ttl=57 time=19.1 ms
1240 bytes from 198.51.100.100: icmp_seq=66 ttl=57 time=49.1 ms
1240 bytes from 198.51.100.100: icmp_seq=67 ttl=57 time=173 ms
1240 bytes from 198.51.100.100: icmp_seq=68 ttl=57 time=12.8 ms
1240 bytes from 198.51.100.100: icmp_seq=69 ttl=57 time=13.8 ms
1240 bytes from 198.51.100.100: icmp_seq=70 ttl=57 time=25.6 ms
1240 bytes from 198.51.100.100: icmp_seq=71 ttl=57 time=33.6 ms
1240 bytes from 198.51.100.100: icmp_seq=72 ttl=57 time=101 ms
1240 bytes from 198.51.100.100: icmp_seq=73 ttl=57 time=239 ms
1240 bytes from 198.51.100.100: icmp_seq=74 ttl=57 time=12.1 ms
1240 bytes from 198.51.100.100: icmp_seq=75 ttl=57 time=19.8 ms
1240 bytes from 198.51.100.100: icmp_seq=76 ttl=57 time=13.1 ms
1240 bytes from 198.51.100.100: icmp_seq=77 ttl=57 time=42.5 ms
1240 bytes from 198.51.100.100: icmp_seq=78 ttl=57 time=65.9 ms
1240 bytes from 198.51.100.100: icmp_seq=79 ttl=57 time=17.8 ms
1240 bytes from 198.51.100.100: icmp_seq=80 ttl=57 time=17.8 ms
1240 bytes from 198.51.100.100: icmp_seq=81 ttl=57 time=24.7 ms
1240 bytes from 198.51.100.100: icmp_seq=82 ttl=57 time=15.7 ms
1240 bytes from 198.51.100.100: icmp_seq=83 ttl=57 time=13.6 ms
1240 bytes from 198.51.100.100: icmp_seq=84 ttl=57 time=14.5 ms
1240 bytes from 198.51.100.100: icmp_seq=85 ttl=57 time=20.8 ms
1240 bytes from 198.51.100.100: icmp_seq=86 ttl=57 time=13.7 ms
1240 bytes from 198.51.100.100: icmp_seq=87 ttl=57 time=197 ms
1240 bytes from 198.51.100.100: icmp_seq=88 ttl=57 time=97.6 ms
1240 bytes from 198.51.100.100: icmp_seq=89 ttl=57 time=87.6 ms
1240 bytes from 198.51.100.100: icmp_seq=90 ttl=57 time=96.5 ms
1240 bytes from 198.51.100.100: icmp_seq=91 ttl=57 time=181 ms
1240 bytes from 198.51.100.100: icmp_seq=92 ttl=57 time=275 ms
1240 bytes from 198.51.100.100: icmp_seq=93 ttl=57 time=75.4 ms
1240 bytes from 198.51.100.100: icmp_seq=94 ttl=57 time=171 ms
1240 bytes from 198.51.100.100: icmp_seq=95 ttl=57 time=234 ms
1240 bytes from 198.51.100.100: icmp_seq=96 ttl=57 time=193 ms
1240 bytes from 198.51.100.100: icmp_seq=97 ttl=57 time=118 ms
1240 bytes from 198.51.100.100: icmp_seq=98 ttl=57 time=47.6 ms
1240 bytes from 198.51.100.100: icmp_seq=99 ttl=57 time=44.5 ms
1240 bytes from 198.51.100.100: icmp_seq=100 ttl=57 time=18.1 ms
1240 bytes from 198.51.100.100: icmp_seq=101 ttl=57 time=17.2 ms
1240 bytes from 198.51.100.100: icmp_seq=102 ttl=57 time=13.8 ms
1240 bytes from 198.51.100.100: icmp_seq=103 ttl=57 time=13.9 ms
1240 bytes from 198.51.100.100: icmp_seq=104 ttl=57 time=14.7 ms
1240 bytes from 198.51.100.100: icmp_seq=105 ttl=57 time=20.1 ms
1240 bytes from 198.51.100.100: icmp_seq=106 ttl=57 time=13.6 ms
1240 bytes from 198.51.100.100: icmp_seq=107 ttl=57 time=16.5 ms
1240 bytes from 198.51.100.100: icmp_seq=108 ttl=57 time=18.7 ms
1240 bytes from 198.51.100.100: icmp_seq=109 ttl=57 time=39.0 ms
1240 bytes from 198.51.100.100: icmp_seq=110 ttl=57 time=16.0 ms
1240 bytes from 198.51.100.100: icmp_seq=111 ttl=57 time=15.0 ms
1240 bytes from 198.51.100.100: icmp_seq=112 ttl=57 time=16.9 ms
1240 bytes from 198.51.100.100: icmp_seq=113 ttl=57 time=17.6 ms
1240 bytes from 198.51.100.100: icmp_seq=114 ttl=57 time=23.3 ms
1240 bytes from 198.51.100.100: icmp_seq=115 ttl=57 time=20.8 ms
1240 bytes from 198.51.100.100: icmp_seq=116 ttl=57 time=15.8 ms
1240 bytes from 198.51.100.100: icmp_seq=117 ttl=57 time=14.4 ms
1240 bytes from 198.51.100.100: icmp_seq=118 ttl=57 time=14.2 ms
1240 bytes from 198.51.100.100: icmp_seq=119 ttl=57 time=28.8 ms
1240 bytes from 198.51.100.100: icmp_seq=120 ttl=57 time=18.5 ms

--- 198.51.100.100 ping statistics ---
120 packets transmitted, 120 received, 0% packet loss, time 119820ms
rtt min/avg/max/mdev = 12.101/35.324/275.249/50.645 ms
