PING 198.51.100.100 (198.51.100.100) 1232(1260) bytes of data.
1240 bytes from 198.51.100.100: icmp_seq=1 ttl=49 time=106 ms
1240 bytes from 198.51.100.100: icmp_seq=2 ttl=49 time=34.2 ms
1240 bytes from 198.51.100.100: icmp_seq=3 ttl=49 time=27.3 ms
1240 bytes from 198.51.100.100: icmp_seq=4 ttl=49 time=58.5 ms
1240 bytes from 198.51.100.100: icmp_seq=5 ttl=49 time=303 ms
1240 bytes from 198.51.100.100: icmp_seq=6 ttl=49 time=56.3 ms
1240 bytes from 198.51.100.100: icmp_seq=7 ttl=49 time=92.9 ms
1240 bytes from 198.51.100.100: icmp_seq=8 ttl=49 time=101 ms
1240 bytes from 198.51.100.100: icmp_seq=9 ttl=49 time=91.4 ms
1240 bytes from 198.51.100.100: icmp_seq=10 ttl=49 time=157 ms
1240 bytes from 198.51.100.100: icmp_seq=11 ttl=49 time=54.1 ms
1240 bytes from 198.51.100.100: icmp_seq=12 ttl=49 time=172 ms
1240 bytes from 198.51.100.100: icmp_seq=13 ttl=49 time=75.5 ms
1240 bytes from 198.51.100.100: icmp_seq=14 ttl=49 time=85.4 ms
1240 bytes from 198.51.100.100: icmp_seq=16 ttl=49 time=71.7 ms
1240 bytes from 198.51.100.100: icmp_seq=17 ttl=49 time=65.9 ms
1240 bytes from 198.51.100.100: icmp_seq=18 ttl=49 time=90.5 ms
1240 bytes from 198.51.100.100: icmp_seq=19 ttl=49 time=48.4 ms
1240 bytes from 198.51.100.100: icmp_seq=20 ttl=49 time=50.3 ms
1240 bytes from 198.51.100.100: icmp_seq=21 ttl=49 time=28.8 ms
1240 bytes from 198.51.100.100: icmp_seq=22 ttl=49 time=29.0 ms
1240 bytes from 198.51.100.100: icmp_seq=24 ttl=49 time=58.3 ms
1240 bytes from 198.51.100.100: icmp_seq=25 ttl=49 time=54.3 ms
1240 bytes from 198.51.100.100: icmp_seq=26 ttl=49 time=78.4 ms
1240 bytes from 198.51.100.100: icmp_seq=27 ttl=49 time=88.2 ms
1240 bytes from 198.51.100.100: icmp_seq=28 ttl=49 time=26.4 ms
1240 bytes from 198.51.100.100: icmp_seq=29 ttl=49 time=29.6 ms
1240 bytes from 198.51.100.100: icmp_seq=31 ttl=49 time=34.8 ms
1240 bytes from 198.51.100.100: icmp_seq=35 ttl=49 time=33.6 ms
1240 bytes from 198.51.100.100: icmp_seq=38 ttl=49 time=29.9 ms
1240 bytes from 198.51.100.100: icmp_seq=39 ttl=49 time=31.0 ms
1240 bytes from 198.51.100.100: icmp_seq=40 ttl=49 time=34.6 ms
1240 bytes from 198.51.100.100: icmp_seq=41 ttl=49 time=104 ms
1240 bytes from 198.51.100.100: icmp_seq=42 ttl=49 time=29.2 ms
1240 bytes from 198.51.100.100: icmp_seq=44 ttl=49 time=33.4 ms
1240 bytes from 198.51.100.100: icmp_seq=47 ttl=49 time=32.9 ms
1240 bytes from 198.51.100.100: icmp_seq=48 ttl=49 time=50.8 ms
1240 bytes from 198.51.100.100: icmp_seq=49 ttl=49 time=76.1 ms
1240 bytes from 198.51.100.100: icmp_seq=51 ttl=49 time=36.0 ms
1240 bytes from 198.51.100.100: icmp_seq=52 ttl=49 time=37.5 ms
1240 bytes from 198.51.100.100: icmp_seq=54 ttl=49 time=26.7 ms
1240 bytes from 198.51.100.100: icmp_seq=55 ttl=49 time=96.5 ms
1240 bytes from 198.51.100.100: icmp_seq=56 ttl=49 time=27.5 ms
1240 bytes from 198.51.100.100: icmp_seq=57 ttl=49 time=29.2 ms
1240 bytes from 198.51.100.100: icmp_seq=58 ttl=49 time=34.0 ms
1240 bytes from 198.51.100.100: icmp_seq=59 ttl=49 time=34.1 ms
1240 bytes from 198.51.100.100: icmp_seq=61 ttl=49 time=33.1 ms
1240 bytes from 198.51.100.100: icmp_seq=62 ttl=49 time=33.5 ms
1240 bytes from 198.51.100.100: icmp_seq=65 ttl=49 time=26.3 ms
1240 bytes from 198.51.100.100: icmp_seq=66 ttl=49 time=26.9 ms
1240 bytes from 198.51.100.100: icmp_seq=67 ttl=49 time=48.5 ms
1240 bytes from 198.51.100.100: icmp_seq=69 ttl=49 time=151 ms
1240 bytes from 198.51.100.100: icmp_seq=71 ttl=49 time=158 ms
1240 bytes from 198.51.100.100: icmp_seq=72 ttl=49 time=95.7 ms
1240 bytes from 198.51.100.100: icmp_seq=74 ttl=49 time=65.4 ms
1240 bytes from 198.51.100.100: icmp_seq=75 ttl=49 time=120 ms
1240 bytes from 198.51.100.100: icmp_seq=76 ttl=49 time=146 ms
1240 bytes from 198.51.100.100: icmp_seq=77 ttl=49 time=130 ms
1240 bytes from 198.51.100.100: icmp_seq=79 ttl=49 time=148 ms
1240 bytes from 198.51.100.100: icmp_seq=80 ttl=49 time=49.3 ms
1240 bytes from 198.51.100.100: icmp_seq=81 ttl=49 time=60.4 ms
1240 bytes from 198.51.100.100: icmp_seq=82 ttl=49 time=95.1 ms
1240 bytes from 198.51.100.100: icmp_seq=84 ttl=49 time=129 ms
1240 bytes from 198.51.100.100: icmp_seq=85 ttl=49 time=69.6 ms
1240 bytes from 198.51.100.100: icmp_seq=86 ttl=49 time=53.4 ms
1240 bytes from 198.51.100.100: icmp_seq=90 ttl=49 time=59.2 ms
1240 bytes from 198.51.100.100: icmp_seq=91 ttl=49 time=50.8 ms
1240 bytes from 198.51.100.100: icmp_seq=92 ttl=49 time=40.7 ms
1240 bytes from 198.51.100.100: icmp_seq=94 ttl=49 time=74.2 ms
1240 bytes from 198.51.100.100: icmp_seq=95 ttl=49 time=40.9 ms
1240 bytes from 198.51.100.100: icmp_seq=96 ttl=49 time=74.1 ms
1240 bytes from 198.51.100.100: icmp_seq=97 ttl=49 time=347 ms
1240 bytes from 198.51.100.100: icmp_seq=98 ttl=49 time=88.7 ms
1240 bytes from 198.51.100.100: icmp_seq=99 ttl=49 time=35.9 ms
1240 bytes from 198.51.100.100: icmp_seq=101 ttl=49 time=150 ms
1240 bytes from 198.51.100.100: icmp_seq=104 ttl=49 time=955 ms
1240 bytes from 198.51.100.100: icmp_seq=105 ttl=49 time=722 ms
1240 bytes from 198.51.100.100: icmp_seq=106 ttl=49 time=65.2 ms
1240 bytes from 198.51.100.100: icmp_seq=107 ttl=49 time=1022 ms
1240 bytes from 198.51.100.100: icmp_seq=109 ttl=49 time=50.3 ms
1240 bytes from 198.51.100.100: icmp_seq=111 ttl=49 time=380 ms
1240 bytes from 198.51.100.100: icmp_seq=112 ttl=49 time=897 ms
1240 bytes from 198.51.100.100: icmp_seq=114 ttl=49 time=57.9 ms
1240 bytes from 198.51.100.100: icmp_seq=115 ttl=49 time=40.7 ms
1240 bytes from 198.51.100.100: icmp_seq=116 ttl=49 time=50.9 ms
1240 bytes from 198.51.100.100: icmp_seq=117 ttl=49 time=41.9 ms
1240 bytes from 198.51.100.100: icmp_seq=118 ttl=49 time=171 ms
1240 bytes from 198.51.100.100: icmp_seq=120 ttl=49 time=41.2 ms
1240 bytes from 198.51.100.100: icmp_seq=121 ttl=49 time=38.9 ms
