PING 198.51.100.100 (198.51.100.100) 1232(1260) bytes of data.
1240 bytes from 198.51.100.100: icmp_seq=92 ttl=51 time=158 ms
1240 bytes from 198.51.100.100: icmp_seq=93 ttl=51 time=69.5 ms
1240 bytes from 198.51.100.100: icmp_seq=94 ttl=51 time=74.7 ms
1240 bytes from 198.51.100.100: icmp_seq=95 ttl=51 time=66.7 ms
1240 bytes from 198.51.100.100: icmp_seq=96 ttl=51 time=99.9 ms
1240 bytes from 198.51.100.100: icmp_seq=97 ttl=51 time=29.2 ms
1240 bytes from 198.51.100.100: icmp_seq=98 ttl=51 time=27.7 ms
1240 bytes from 198.51.100.100: icmp_seq=99 ttl=51 time=25.2 ms
1240 bytes from 198.51.100.100: icmp_seq=100 ttl=51 time=32.1 ms
1240 bytes from 198.51.100.100: icmp_seq=101 ttl=51 time=62.3 ms
1240 bytes from 198.51.100.100: icmp_seq=102 ttl=51 time=26.0 ms
1240 bytes from 198.51.100.100: icmp_seq=103 ttl=51 time=28.0 ms
1240 bytes from 198.51.100.100: icmp_seq=104 ttl=51 time=26.3 ms
1240 bytes from 198.51.100.100: icmp_seq=105 ttl=51 time=26.4 ms
1240 bytes from 198.51.100.100: icmp_seq=107 ttl=51 time=26.7 ms
1240 bytes from 198.51.100.100: icmp_seq=108 ttl=51 time=27.4 ms
1240 bytes from 198.51.100.100: icmp_seq=109 ttl=51 time=25.4 ms
1240 bytes from 198.51.100.100: icmp_seq=110 ttl=51 time=59.3 ms
1240 bytes from 198.51.100.100: icmp_seq=111 ttl=51 time=30.9 ms
1240 bytes from 198.51.100.100: icmp_seq=112 ttl=51 time=27.7 ms
1240 bytes from 198.51.100.100: icmp_seq=113 ttl=51 time=26.4 ms
1240 bytes from 198.51.100.100: icmp_seq=114 ttl=51 time=96.8 ms
1240 bytes from 198.51.100.100: icmp_seq=115 ttl=51 time=126 ms
1240 bytes from 198.51.100.100: icmp_seq=116 ttl=51 time=370 ms
1240 bytes from 198.51.100.100: icmp_seq=117 ttl=51 time=341 ms
1240 bytes from 198.51.100.100: icmp_seq=118 ttl=51 time=474 ms
1240 bytes from 198.51.100.100: icmp_seq=119 ttl=51 time=220 ms
1240 bytes from 198.51.100.100: icmp_seq=120 ttl=51 time=283 ms
1240 bytes from 198.51.100.100: icmp_seq=121 ttl=51 time=236 ms
1240 bytes from 198.51.100.100: icmp_seq=122 ttl=51 time=249 ms
1240 bytes from 198.51.100.100: icmp_seq=124 ttl=51 time=25.9 ms
1240 bytes from 198.51.100.100: icmp_seq=125 ttl=51 time=24.1 ms
1240 bytes from 198.51.100.100: icmp_seq=126 ttl=51 time=25.5 ms
1240 bytes from 198.51.100.100: icmp_seq=127 ttl=51 time=25.4 ms
1240 bytes from 198.51.100.100: icmp_seq=128 ttl=51 time=67.8 ms
1240 bytes from 198.51.100.100: icmp_seq=129 ttl=51 time=24.7 ms
1240 bytes from 198.51.100.100: icmp_seq=130 ttl=51 time=74.0 ms
1240 bytes from 198.51.100.100: icmp_seq=131 ttl=51 time=23.9 ms
1240 bytes from 198.51.100.100: icmp_seq=132 ttl=51 time=55.9 ms
1240 bytes from 198.51.100.100: icmp_seq=133 ttl=51 time=26.4 ms
1240 bytes from 198.51.100.100: icmp_seq=134 ttl=51 time=23.8 ms
1240 bytes from 198.51.100.100: icmp_seq=135 ttl=51 time=26.1 ms
1240 bytes from 198.51.100.100: icmp_seq=136 ttl=51 time=24.4 ms
1240 bytes from 198.51.100.100: icmp_seq=138 ttl=51 time=23.4 ms
1240 bytes from 198.51.100.100: icmp_seq=139 ttl=51 time=24.0 ms
1240 bytes from 198.51.100.100: icmp_seq=140 ttl=51 time=30.5 ms
1240 bytes from 198.51.100.100: icmp_seq=141 ttl=51 time=31.7 ms
1240 bytes from 198.51.100.100: icmp_seq=143 ttl=51 time=28.9 ms
1240 bytes from 198.51.100.100: icmp_seq=144 ttl=51 time=24.8 ms
1240 bytes from 198.51.100.100: icmp_seq=145 ttl=51 time=23.9 ms
1240 bytes from 198.51.100.100: icmp_seq=146 ttl=51 time=35.9 ms
1240 bytes from 198.51.100.100: icmp_seq=147 ttl=51 time=61.2 ms
1240 bytes from 198.51.100.100: icmp_seq=148 ttl=51 time=33.0 ms
1240 bytes from 198.51.100.100: icmp_seq=149 ttl=51 time=25.8 ms
1240 bytes from 198.51.100.100: icmp_seq=150 ttl=51 time=27.6 ms
1240 bytes from 198.51.100.100: icmp_seq=151 ttl=51 time=60.9 ms
1240 bytes from 198.51.100.100: icmp_seq=152 ttl=51 time=35.5 ms
1240 bytes from 198.51.100.100: icmp_seq=153 ttl=51 time=28.3 ms
1240 bytes from 198.51.100.100: icmp_seq=154 ttl=51 time=27.3 ms
1240 bytes from 198.51.100.100: icmp_seq=155 ttl=51 time=27.4 ms
1240 bytes from 198.51.100.100: icmp_seq=157 ttl=51 time=29.3 ms
1240 bytes from 198.51.100.100: icmp_seq=158 ttl=51 time=27.4 ms
1240 bytes from 198.51.100.100: icmp_seq=159 ttl=51 time=29.9 ms
1240 bytes from 198.51.100.100: icmp_seq=161 ttl=51 time=236 ms
1240 bytes from 198.51.100.100: icmp_seq=162 ttl=51 time=262 ms
1240 bytes from 198.51.100.100: icmp_seq=163 ttl=51 time=221 ms
1240 bytes from 198.51.100.100: icmp_seq=164 ttl=51 time=42.1 ms
1240 bytes from 198.51.100.100: icmp_seq=165 ttl=51 time=68.4 ms
1240 bytes from 198.51.100.100: icmp_seq=166 ttl=51 time=25.3 ms
1240 bytes from 198.51.100.100: icmp_seq=167 ttl=51 time=34.6 ms
1240 bytes from 198.51.100.100: icmp_seq=168 ttl=51 time=33.3 ms
1240 bytes from 198.51.100.100: icmp_seq=169 ttl=51 time=30.3 ms
1240 bytes from 198.51.100.100: icmp_seq=170 ttl=51 time=64.3 ms
1240 bytes from 198.51.100.100: icmp_seq=171 ttl=51 time=32.7 ms
1240 bytes from 198.51.100.100: icmp_seq=172 ttl=51 time=27.7 ms
1240 bytes from 198.51.100.100: icmp_seq=173 ttl=51 time=27.3 ms
1240 bytes from 198.51.100.100: icmp_seq=174 ttl=51 time=31.8 ms
1240 bytes from 198.51.100.100: icmp_seq=176 ttl=51 time=35.5 ms
1240 bytes from 198.51.100.100: icmp_seq=177 ttl=51 time=25.0 ms
1240 bytes from 198.51.100.100: icmp_seq=178 ttl=51 time=25.7 ms
1240 bytes from 198.51.100.100: icmp_seq=179 ttl=51 time=67.3 ms
1240 bytes from 198.51.100.100: icmp_seq=180 ttl=51 time=21.8 ms
1240 bytes from 198.51.100.100: icmp_seq=181 ttl=51 time=27.6 ms
1240 bytes from 198.51.100.100: icmp_seq=182 ttl=51 time=23.2 ms
1240 bytes from 198.51.100.100: icmp_seq=183 ttl=51 time=59.3 ms
1240 bytes from 198.51.100.100: icmp_seq=184 ttl=51 time=32.7 ms
1240 bytes from 198.51.100.100: icmp_seq=185 ttl=51 time=39.3 ms
1240 bytes from 198.51.100.100: icmp_seq=186 ttl=51 time=33.1 ms
1240 bytes from 198.51.100.100: icmp_seq=187 ttl=51 time=31.7 ms
1240 bytes from 198.51.100.100: icmp_seq=189 ttl=51 time=42.7 ms
1240 bytes from 198.51.100.100: icmp_seq=190 ttl=51 time=27.6 ms
1240 bytes from 198.51.100.100: icmp_seq=191 ttl=51 time=124 ms
1240 bytes from 198.51.100.100: icmp_seq=192 ttl=51 time=89.5 ms
1240 bytes from 198.51.100.100: icmp_seq=193 ttl=51 time=42.1 ms
1240 bytes from 198.51.100.100: icmp_seq=194 ttl=51 time=41.7 ms
1240 bytes from 198.51.100.100: icmp_seq=195 ttl=51 time=52.8 ms
1240 bytes from 198.51.100.100: icmp_seq=196 ttl=51 time=75.7 ms
1240 bytes from 198.51.100.100: icmp_seq=198 ttl=51 time=24.4 ms
1240 bytes from 198.51.100.100: icmp_seq=199 ttl=51 time=30.4 ms
1240 bytes from 198.51.100.100: icmp_seq=200 ttl=51 time=27.5 ms
1240 bytes from 198.51.100.100: icmp_seq=201 ttl=51 time=36.2 ms
1240 bytes from 198.51.100.100: icmp_seq=202 ttl=51 time=89.3 ms
1240 bytes from 198.51.100.100: icmp_seq=203 ttl=51 time=27.7 ms
1240 bytes from 198.51.100.100: icmp_seq=204 ttl=51 time=26.4 ms
1240 bytes from 198.51.100.100: icmp_seq=205 ttl=51 time=30.4 ms
1240 bytes from 198.51.100.100: icmp_seq=206 ttl=51 time=25.7 ms
1240 bytes from 198.51.100.100: icmp_seq=207 ttl=51 time=64.8 ms
1240 bytes from 198.51.100.100: icmp_seq=208 ttl=51 time=30.0 ms
1240 bytes from 198.51.100.100: icmp_seq=209 ttl=51 time=31.7 ms
1240 bytes from 198.51.100.100: icmp_seq=210 ttl=51 time=56.0 ms
1240 bytes from 198.51.100.100: icmp_seq=211 ttl=51 time=98.0 ms
1240 bytes from 198.51.100.100: icmp_seq=212 ttl=51 time=98.9 ms
1240 bytes from 198.51.100.100: icmp_seq=213 ttl=51 time=46.5 ms
1240 bytes from 198.51.100.100: icmp_seq=214 ttl=51 time=68.5 ms
1240 bytes from 198.51.100.100: icmp_seq=215 ttl=51 time=45.9 ms
1240 bytes from 198.51.100.100: icmp_seq=217 ttl=51 time=35.0 ms
1240 bytes from 198.51.100.100: icmp_seq=218 ttl=51 time=24.4 ms
1240 bytes from 198.51.100.100: icmp_seq=219 ttl=51 time=27.8 ms
1240 bytes from 198.51.100.100: icmp_seq=220 ttl=51 time=24.2 ms
1240 bytes from 198.51.100.100: icmp_seq=222 ttl=51 time=30.8 ms
1240 bytes from 198.51.100.100: icmp_seq=223 ttl=51 time=24.0 ms
1240 bytes from 198.51.100.100: icmp_seq=224 ttl=51 time=25.3 ms
1240 bytes from 198.51.100.100: icmp_seq=225 ttl=51 time=25.3 ms
1240 bytes from 198.51.100.100: icmp_seq=227 ttl=51 time=37.7 ms
1240 bytes from 198.51.100.100: icmp_seq=228 ttl=51 time=35.5 ms
1240 bytes from 198.51.100.100: icmp_seq=229 ttl=51 time=36.5 ms
1240 bytes from 198.51.100.100: icmp_seq=231 ttl=51 time=56.9 ms
1240 bytes from 198.51.100.100: icmp_seq=232 ttl=51 time=172 ms
1240 bytes from 198.51.100.100: icmp_seq=233 ttl=51 time=87.0 ms
1240 bytes from 198.51.100.100: icmp_seq=234 ttl=51 time=27.6 ms
1240 bytes from 198.51.100.100: icmp_seq=236 ttl=51 time=31.4 ms
1240 bytes from 198.51.100.100: icmp_seq=237 ttl=51 time=24.8 ms
1240 bytes from 198.51.100.100: icmp_seq=238 ttl=51 time=25.5 ms
1240 bytes from 198.51.100.100: icmp_seq=239 ttl=51 time=31.5 ms
1240 bytes from 198.51.100.100: icmp_seq=240 ttl=51 time=69.7 ms
1240 bytes from 198.51.100.100: icmp_seq=241 ttl=51 time=52.5 ms
1240 bytes from 198.51.100.100: icmp_seq=242 ttl=51 time=98.7 ms
1240 bytes from 198.51.100.100: icmp_seq=243 ttl=51 time=118 ms
1240 bytes from 198.51.100.100: icmp_seq=244 ttl=51 time=57.8 ms
1240 bytes from 198.51.100.100: icmp_seq=245 ttl=51 time=23.2 ms
1240 bytes from 198.51.100.100: icmp_seq=246 ttl=51 time=26.4 ms
1240 bytes from 198.51.100.100: icmp_seq=247 ttl=51 time=24.2 ms
1240 bytes from 198.51.100.100: icmp_seq=248 ttl=51 time=32.9 ms
1240 bytes from 198.51.100.100: icmp_seq=250 ttl=51 time=41.6 ms
1240 bytes from 198.51.100.100: icmp_seq=251 ttl=51 time=53.7 ms
1240 bytes from 198.51.100.100: icmp_seq=252 ttl=51 time=48.8 ms
1240 bytes from 198.51.100.100: icmp_seq=253 ttl=51 time=86.8 ms
1240 bytes from 198.51.100.100: icmp_seq=254 ttl=51 time=190 ms
1240 bytes from 198.51.100.100: icmp_seq=255 ttl=51 time=85.4 ms
1240 bytes from 198.51.100.100: icmp_seq=256 ttl=51 time=328 ms
1240 bytes from 198.51.100.100: icmp_seq=257 ttl=51 time=241 ms
1240 bytes from 198.51.100.100: icmp_seq=258 ttl=51 time=104 ms
1240 bytes from 198.51.100.100: icmp_seq=259 ttl=51 time=103 ms
1240 bytes from 198.51.100.100: icmp_seq=260 ttl=51 time=52.5 ms
1240 bytes from 198.51.100.100: icmp_seq=261 ttl=51 time=54.4 ms
1240 bytes from 198.51.100.100: icmp_seq=262 ttl=51 time=106 ms
1240 bytes from 198.51.100.100: icmp_seq=263 ttl=51 time=65.7 ms
1240 bytes from 198.51.100.100: icmp_seq=265 ttl=51 time=26.7 ms
1240 bytes from 198.51.100.100: icmp_seq=266 ttl=51 time=25.7 ms
1240 bytes from 198.51.100.100: icmp_seq=267 ttl=51 time=25.4 ms
1240 bytes from 198.51.100.100: icmp_seq=268 ttl=51 time=26.5 ms
1240 bytes from 198.51.100.100: icmp_seq=270 ttl=51 time=25.6 ms
1240 bytes from 198.51.100.100: icmp_seq=271 ttl=51 time=28.8 ms
1240 bytes from 198.51.100.100: icmp_seq=272 ttl=51 time=26.5 ms
1240 bytes from 198.51.100.100: icmp_seq=273 ttl=51 time=26.8 ms
1240 bytes from 198.51.100.100: icmp_seq=274 ttl=51 time=27.3 ms
1240 bytes from 198.51.100.100: icmp_seq=275 ttl=51 time=30.5 ms
1240 bytes from 198.51.100.100: icmp_seq=276 ttl=51 time=32.2 ms
1240 bytes from 198.51.100.100: icmp_seq=277 ttl=51 time=28.2 ms
1240 bytes from 198.51.100.100: icmp_seq=278 ttl=51 time=61.9 ms
1240 bytes from 198.51.100.100: icmp_seq=279 ttl=51 time=25.8 ms
1240 bytes from 198.51.100.100: icmp_seq=280 ttl=51 time=31.9 ms
1240 bytes from 198.51.100.100: icmp_seq=281 ttl=51 time=26.0 ms
1240 bytes from 198.51.100.100: icmp_seq=282 ttl=51 time=28.8 ms
1240 bytes from 198.51.100.100: icmp_seq=284 ttl=51 time=27.5 ms
1240 bytes from 198.51.100.100: icmp_seq=285 ttl=51 time=25.5 ms
1240 bytes from 198.51.100.100: icmp_seq=286 ttl=51 time=28.8 ms
1240 bytes from 198.51.100.100: icmp_seq=287 ttl=51 time=26.9 ms
1240 bytes from 198.51.100.100: icmp_seq=288 ttl=51 time=59.7 ms
1240 bytes from 198.51.100.100: icmp_seq=289 ttl=51 time=24.9 ms
1240 bytes from 198.51.100.100: icmp_seq=290 ttl=51 time=34.4 ms
1240 bytes from 198.51.100.100: icmp_seq=291 ttl=51 time=28.6 ms
1240 bytes from 198.51.100.100: icmp_seq=292 ttl=51 time=57.7 ms
1240 bytes from 198.51.100.100: icmp_seq=293 ttl=51 time=25.1 ms
1240 bytes from 198.51.100.100: icmp_seq=294 ttl=51 time=25.0 ms
1240 bytes from 198.51.100.100: icmp_seq=295 ttl=51 time=25.7 ms
1240 bytes from 198.51.100.100: icmp_seq=296 ttl=51 time=26.3 ms
1240 bytes from 198.51.100.100: icmp_seq=298 ttl=51 time=26.0 ms
1240 bytes from 198.51.100.100: icmp_seq=299 ttl=51 time=27.8 ms
1240 bytes from 198.51.100.100: icmp_seq=300 ttl=51 time=26.3 ms

--- 198.51.100.100 ping statistics ---
300 packets transmitted, 271 received, 9.66667% packet loss, time 301024ms
rtt min/avg/max/mdev = 21.772/57.896/473.652/62.739 ms
