PING 198.51.100.100 (198.51.100.100) 1232(1260) bytes of data.
1240 bytes from 198.51.100.100: icmp_seq=1 ttl=51 time=24.5 ms
1240 bytes from 198.51.100.100: icmp_seq=2 ttl=51 time=29.9 ms
1240 bytes from 198.51.100.100: icmp_seq=3 ttl=51 time=45.6 ms
1240 bytes from 198.51.100.100: icmp_seq=4 ttl=51 time=52.1 ms
1240 bytes from 198.51.100.100: icmp_seq=5 ttl=51 time=49.4 ms
1240 bytes from 198.51.100.100: icmp_seq=6 ttl=51 time=57.7 ms
1240 bytes from 198.51.100.100: icmp_seq=7 ttl=51 time=54.4 ms
1240 bytes from 198.51.100.100: icmp_seq=8 ttl=51 time=30.2 ms
1240 bytes from 198.51.100.100: icmp_seq=9 ttl=51 time=31.2 ms
1240 bytes from 198.51.100.100: icmp_seq=10 ttl=51 time=36.6 ms
1240 bytes from 198.51.100.100: icmp_seq=11 ttl=51 time=50.9 ms
1240 bytes from 198.51.100.100: icmp_seq=12 ttl=51 time=26.6 ms
1240 bytes from 198.51.100.100: icmp_seq=13 ttl=51 time=26.7 ms
1240 bytes from 198.51.100.100: icmp_seq=14 ttl=51 time=36.4 ms
1240 bytes from 198.51.100.100: icmp_seq=15 ttl=51 time=43.4 ms
1240 bytes from 198.51.100.100: icmp_seq=16 ttl=51 time=54.5 ms
1240 bytes from 198.51.100.100: icmp_seq=17 ttl=51 time=26.4 ms
1240 bytes from 198.51.100.100: icmp_seq=18 ttl=51 time=28.1 ms
1240 bytes from 198.51.100.100: icmp_seq=19 ttl=51 time=37.0 ms
1240 bytes from 198.51.100.100: icmp_seq=20 ttl=51 time=49.6 ms
1240 bytes from 198.51.100.100: icmp_seq=21 ttl=51 time=51.6 ms
1240 bytes from 198.51.100.100: icmp_seq=22 ttl=51 time=32.5 ms
1240 bytes from 198.51.100.100: icmp_seq=23 ttl=51 time=32.4 ms
1240 bytes from 198.51.100.100: icmp_seq=24 ttl=51 time=42.1 ms
1240 bytes from 198.51.100.100: icmp_seq=25 ttl=51 time=50.2 ms
1240 bytes from 198.51.100.100: icmp_seq=26 ttl=51 time=55.6 ms
1240 bytes from 198.51.100.100: icmp_seq=27 ttl=51 time=29.0 ms
1240 bytes from 198.51.100.100: icmp_seq=28 ttl=51 time=39.8 ms
1240 bytes from 198.51.100.100: icmp_seq=29 ttl=51 time=42.0 ms
1240 bytes from 198.51.100.100: icmp_seq=30 ttl=51 time=50.6 ms
1240 bytes from 198.51.100.100: icmp_seq=31 ttl=51 time=52.1 ms
1240 bytes from 198.51.100.100: icmp_seq=32 ttl=51 time=25.2 ms
1240 bytes from 198.51.100.100: icmp_seq=33 ttl=51 time=25.8 ms
1240 bytes from 198.51.100.100: icmp_seq=34 ttl=51 time=40.5 ms
1240 bytes from 198.51.100.100: icmp_seq=35 ttl=51 time=47.9 ms
1240 bytes from 198.51.100.100: icmp_seq=36 ttl=51 time=29.2 ms
1240 bytes from 198.51.100.100: icmp_seq=37 ttl=51 time=27.4 ms
1240 bytes from 198.51.100.100: icmp_seq=38 ttl=51 time=36.5 ms
1240 bytes from 198.51.100.100: icmp_seq=39 ttl=51 time=49.2 ms
1240 bytes from 198.51.100.100: icmp_seq=40 ttl=51 time=54.1 ms
1240 bytes from 198.51.100.100: icmp_seq=41 ttl=51 time=74.7 ms
1240 bytes from 198.51.100.100: icmp_seq=42 ttl=51 time=24.9 ms
1240 bytes from 198.51.100.100: icmp_seq=43 ttl=51 time=33.8 ms
1240 bytes from 198.51.100.100: icmp_seq=44 ttl=51 time=35.4 ms
1240 bytes from 198.51.100.100: icmp_seq=45 ttl=51 time=62.5 ms
1240 bytes from 198.51.100.100: icmp_seq=46 ttl=51 time=25.9 ms
1240 bytes from 198.51.100.100: icmp_seq=47 ttl=51 time=35.8 ms
1240 bytes from 198.51.100.100: icmp_seq=48 ttl=51 time=52.1 ms
1240 bytes from 198.51.100.100: icmp_seq=49 ttl=51 time=45.3 ms
1240 bytes from 198.51.100.100: icmp_seq=50 ttl=51 time=50.9 ms
1240 bytes from 198.51.100.100: icmp_seq=51 ttl=51 time=27.4 ms
1240 bytes from 198.51.100.100: icmp_seq=53 ttl=51 time=29.7 ms
1240 bytes from 198.51.100.100: icmp_seq=54 ttl=51 time=44.3 ms
1240 bytes from 198.51.100.100: icmp_seq=55 ttl=51 time=54.7 ms
1240 bytes from 198.51.100.100: icmp_seq=56 ttl=51 time=38.8 ms
1240 bytes from 198.51.100.100: icmp_seq=57 ttl=51 time=28.0 ms
1240 bytes from 198.51.100.100: icmp_seq=58 ttl=51 time=60.6 ms
