PING 198.51.100.100 (198.51.100.100) 1232(1260) bytes of data.
1240 bytes from 198.51.100.100: icmp_seq=1 ttl=61 time=5.86 ms
1240 bytes from 198.51.100.100: icmp_seq=2 ttl=61 time=5.86 ms
1240 bytes from 198.51.100.100: icmp_seq=3 ttl=61 time=8.65 ms
1240 bytes from 198.51.100.100: icmp_seq=4 ttl=61 time=5.22 ms
1240 bytes from 198.51.100.100: icmp_seq=5 ttl=61 time=8.65 ms
1240 bytes from 198.51.100.100: icmp_seq=6 ttl=61 time=6.21 ms
1240 bytes from 198.51.100.100: icmp_seq=7 ttl=61 time=5.79 ms
1240 bytes from 198.51.100.100: icmp_seq=8 ttl=61 time=5.26 ms
1240 bytes from 198.51.100.100: icmp_seq=9 ttl=61 time=5.83 ms
1240 bytes from 198.51.100.100: icmp_seq=10 ttl=61 time=5.58 ms
1240 bytes from 198.51.100.100: icmp_seq=11 ttl=61 time=6.90 ms
1240 bytes from 198.51.100.100: icmp_seq=12 ttl=61 time=6.96 ms
1240 bytes from 198.51.100.100: icmp_seq=13 ttl=61 time=7.77 ms
1240 bytes from 198.51.100.100: icmp_seq=14 ttl=61 time=5.84 ms
1240 bytes from 198.51.100.100: icmp_seq=15 ttl=61 time=5.80 ms
1240 bytes from 198.51.100.100: icmp_seq=16 ttl=61 time=5.84 ms
1240 bytes from 198.51.100.100: icmp_seq=17 ttl=61 time=6.75 ms
1240 bytes from 198.51.100.100: icmp_seq=18 ttl=61 time=6.21 ms
1240 bytes from 198.51.100.100: icmp_seq=19 ttl=61 time=6.31 ms
1240 bytes from 198.51.100.100: icmp_seq=20 ttl=61 time=6.88 ms
1240 bytes from 198.51.100.100: icmp_seq=21 ttl=61 time=5.56 ms
1240 bytes from 198.51.100.100: icmp_seq=22 ttl=61 time=6.36 ms
1240 bytes from 198.51.100.100: icmp_seq=23 ttl=61 time=34.1 ms
1240 bytes from 198.51.100.100: icmp_seq=24 ttl=61 time=27.4 ms
1240 bytes from 198.51.100.100: icmp_seq=25 ttl=61 time=44.0 ms
1240 bytes from 198.51.100.100: icmp_seq=26 ttl=61 time=15.8 ms
1240 bytes from 198.51.100.100: icmp_seq=27 ttl=61 time=5.39 ms
1240 bytes from 198.51.100.100: icmp_seq=28 ttl=61 time=5.20 ms
1240 bytes from 198.51.100.100: icmp_seq=29 ttl=61 time=9.56 ms
1240 bytes from 198.51.100.100: icmp_seq=30 ttl=61 time=5.87 ms
1240 bytes from 198.51.100.100: icmp_seq=31 ttl=61 time=5.32 ms
1240 bytes from 198.51.100.100: icmp_seq=32 ttl=61 time=6.01 ms
1240 bytes from 198.51.100.100: icmp_seq=33 ttl=61 time=6.51 ms
1240 bytes from 198.51.100.100: icmp_seq=34 ttl=61 time=7.14 ms
1240 bytes from 198.51.100.100: icmp_seq=35 ttl=61 time=4.82 ms
1240 bytes from 198.51.100.100: icmp_seq=36 ttl=61 time=5.73 ms
1240 bytes from 198.51.100.100: icmp_seq=37 ttl=61 time=6.23 ms
1240 bytes from 198.51.100.100: icmp_seq=38 ttl=61 time=7.58 ms
1240 bytes from 198.51.100.100: icmp_seq=39 ttl=61 time=15.1 ms
1240 bytes from 198.51.100.100: icmp_seq=40 ttl=61 time=6.23 ms
1240 bytes from 198.51.100.100: icmp_seq=41 ttl=61 time=5.83 ms
1240 bytes from 198.51.100.100: icmp_seq=42 ttl=61 time=5.99 ms
1240 bytes from 198.51.100.100: icmp_seq=43 ttl=61 time=7.54 ms
1240 bytes from 198.51.100.100: icmp_seq=44 ttl=61 time=6.34 ms
1240 bytes from 198.51.100.100: icmp_seq=45 ttl=61 time=6.81 ms
1240 bytes from 198.51.100.100: icmp_seq=46 ttl=61 time=5.80 ms
1240 bytes from 198.51.100.100: icmp_seq=47 ttl=61 time=5.64 ms
1240 bytes from 198.51.100.100: icmp_seq=48 ttl=61 time=8.10 ms
1240 bytes from 198.51.100.100: icmp_seq=49 ttl=61 time=5.15 ms
1240 bytes from 198.51.100.100: icmp_seq=50 ttl=61 time=6.26 ms
1240 bytes from 198.51.100.100: icmp_seq=51 ttl=61 time=6.94 ms
1240 bytes from 198.51.100.100: icmp_seq=52 ttl=61 time=5.45 ms
1240 bytes from 198.51.100.100: icmp_seq=53 ttl=61 time=5.21 ms
1240 bytes from 198.51.100.100: icmp_seq=54 ttl=61 time=6.18 ms
1240 bytes from 198.51.100.100: icmp_seq=55 ttl=61 time=5.15 ms
1240 bytes from 198.51.100.100: icmp_seq=56 ttl=61 time=5.69 ms
1240 bytes from 198.51.100.100: icmp_seq=57 ttl=61 time=5.67 ms
1240 bytes from 198.51.100.100: icmp_seq=58 ttl=61 time=7.02 ms
1240 bytes from 198.51.100.100: icmp_seq=59 ttl=61 time=5.31 ms
1240 bytes from 198.51.100.100: icmp_seq=60 ttl=61 time=8.77 ms
1240 bytes from 198.51.100.100: icmp_seq=61 ttl=61 time=5.53 ms
1240 bytes from 198.51.100.100: icmp_seq=62 ttl=61 time=6.57 ms
1240 bytes from 198.51.100.100: icmp_seq=63 ttl=61 time=5.83 ms
1240 bytes from 198.51.100.100: icmp_seq=64 ttl=61 time=5.41 ms
1240 bytes from 198.51.100.100: icmp_seq=65 ttl=61 time=5.09 ms
1240 bytes from 198.51.100.100: icmp_seq=66 ttl=61 time=5.65 ms
1240 bytes from 198.51.100.100: icmp_seq=67 ttl=61 time=6.90 ms
1240 bytes from 198.51.100.100: icmp_seq=68 ttl=61 time=5.54 ms
1240 bytes from 198.51.100.100: icmp_seq=69 ttl=61 time=6.20 ms
1240 bytes from 198.51.100.100: icmp_seq=70 ttl=61 time=7.21 ms
1240 bytes from 198.51.100.100: icmp_seq=71 ttl=61 time=6.79 ms
1240 bytes from 198.51.100.100: icmp_seq=72 ttl=61 time=5.75 ms
1240 bytes from 198.51.100.100: icmp_seq=73 ttl=61 time=5.52 ms
1240 bytes from 198.51.100.100: icmp_seq=74 ttl=61 time=5.21 ms
1240 bytes from 198.51.100.100: icmp_seq=75 ttl=61 time=5.39 ms
1240 bytes from 198.51.100.100: icmp_seq=76 ttl=61 time=6.77 ms
1240 bytes from 198.51.100.100: icmp_seq=77 ttl=61 time=9.70 ms
1240 bytes from 198.51.100.100: icmp_seq=78 ttl=61 time=5.22 ms
1240 bytes from 198.51.100.100: icmp_seq=79 ttl=61 time=6.97 ms
1240 bytes from 198.51.100.100: icmp_seq=80 ttl=61 time=6.47 ms
1240 bytes from 198.51.100.100: icmp_seq=81 ttl=61 time=5.32 ms
1240 bytes from 198.51.100.100: icmp_seq=82 ttl=61 time=4.89 ms
1240 bytes from 198.51.100.100: icmp_seq=83 ttl=61 time=5.89 ms
1240 bytes from 198.51.100.100: icmp_seq=84 ttl=61 time=7.02 ms
1240 bytes from 198.51.100.100: icmp_seq=85 ttl=61 time=5.18 ms
1240 bytes from 198.51.100.100: icmp_seq=86 ttl=61 time=5.36 ms
1240 bytes from 198.51.100.100: icmp_seq=87 ttl=61 time=8.61 ms
1240 bytes from 198.51.100.100: icmp_seq=88 ttl=61 time=5.25 ms
1240 bytes from 198.51.100.100: icmp_seq=89 ttl=61 time=6.27 ms
1240 bytes from 198.51.100.100: icmp_seq=90 ttl=61 time=7.16 ms
1240 bytes from 198.51.100.100: icmp_seq=91 ttl=61 time=6.13 ms
1240 bytes from 198.51.100.100: icmp_seq=92 ttl=61 time=5.10 ms
1240 bytes from 198.51.100.100: icmp_seq=93 ttl=61 time=12.5 ms
1240 bytes from 198.51.100.100: icmp_seq=94 ttl=61 time=7.26 ms
1240 bytes from 198.51.100.100: icmp_seq=95 ttl=61 time=12.2 ms
1240 bytes from 198.51.100.100: icmp_seq=96 ttl=61 time=9.88 ms
1240 bytes from 198.51.100.100: icmp_seq=97 ttl=61 time=9.81 ms
1240 bytes from 198.51.100.100: icmp_seq=98 ttl=61 time=15.0 ms
1240 bytes from 198.51.100.100: icmp_seq=99 ttl=61 time=7.10 ms
1240 bytes from 198.51.100.100: icmp_seq=100 ttl=61 time=9.62 ms
1240 bytes from 198.51.100.100: icmp_seq=101 ttl=61 time=7.63 ms
1240 bytes from 198.51.100.100: icmp_seq=102 ttl=61 time=5.75 ms
1240 bytes from 198.51.100.100: icmp_seq=103 ttl=61 time=5.16 ms
1240 bytes from 198.51.100.100: icmp_seq=104 ttl=61 time=6.58 ms
1240 bytes from 198.51.100.100: icmp_seq=105 ttl=61 time=6.89 ms
1240 bytes from 198.51.100.100: icmp_seq=106 ttl=61 time=4.87 ms
1240 bytes from 198.51.100.100: icmp_seq=107 ttl=61 time=107 ms
1240 bytes from 198.51.100.100: icmp_seq=108 ttl=61 time=15.7 ms
1240 bytes from 198.51.100.100: icmp_seq=109 ttl=61 time=17.1 ms
1240 bytes from 198.51.100.100: icmp_seq=110 ttl=61 time=7.92 ms
1240 bytes from 198.51.100.100: icmp_seq=111 ttl=61 time=5.30 ms
1240 bytes from 198.51.100.100: icmp_seq=112 ttl=61 time=6.32 ms
1240 bytes from 198.51.100.100: icmp_seq=113 ttl=61 time=135 ms
1240 bytes from 198.51.100.100: icmp_seq=114 ttl=61 time=31.5 ms
1240 bytes from 198.51.100.100: icmp_seq=115 ttl=61 time=38.6 ms
1240 bytes from 198.51.100.100: icmp_seq=116 ttl=61 time=7.96 ms
1240 bytes from 198.51.100.100: icmp_seq=117 ttl=61 time=16.7 ms
1240 bytes from 198.51.100.100: icmp_seq=118 ttl=61 time=13.8 ms
1240 bytes from 198.51.100.100: icmp_seq=119 ttl=61 time=12.3 ms
1240 bytes from 198.51.100.100: icmp_seq=120 ttl=61 time=7.17 ms
1240 bytes from 198.51.100.100: icmp_seq=121 ttl=61 time=13.4 ms
1240 bytes from 198.51.100.100: icmp_seq=122 ttl=61 time=16.0 ms
1240 bytes from 198.51.100.100: icmp_seq=123 ttl=61 time=7.02 ms
1240 bytes from 198.51.100.100: icmp_seq=124 ttl=61 time=6.18 ms
1240 bytes from 198.51.100.100: icmp_seq=125 ttl=61 time=8.55 ms
1240 bytes from 198.51.100.100: icmp_seq=126 ttl=61 time=8.30 ms
